geoid,ctname,agg_income,agg_income_m
1400000US36047079602,"Census Tract 796.02, Kings County, New York",170457300,25667924
1400000US36047079801,"Census Tract 798.01, Kings County, New York",156232600,38587601
1400000US36047079802,"Census Tract 798.02, Kings County, New York",277478200,55646889
1400000US36047080000,"Census Tract 800, Kings County, New York",169736700,32765836
1400000US36047080200,"Census Tract 802, Kings County, New York",233426300,51810373
1400000US36047080400,"Census Tract 804, Kings County, New York",121777900,29362948
1400000US36047080600,"Census Tract 806, Kings County, New York",109125600,19940314
1400000US36047080800,"Census Tract 808, Kings County, New York",15510900,4165750
1400000US36047081000,"Census Tract 810, Kings County, New York",73202400,22486655
1400000US36047081400,"Census Tract 814, Kings County, New York",81594900,17937538
1400000US36047081600,"Census Tract 816, Kings County, New York",81246300,17507999
1400000US36047081800,"Census Tract 818, Kings County, New York",139529900,22767665
1400000US36047082000,"Census Tract 820, Kings County, New York",165838500,38667612
1400000US36047082200,"Census Tract 822, Kings County, New York",236797900,41131352
1400000US36047082400,"Census Tract 824, Kings County, New York",132784500,24293787
1400000US36047082600,"Census Tract 826, Kings County, New York",150153700,33301564
1400000US36047082800,"Census Tract 828, Kings County, New York",127590300,39540235
1400000US36047083000,"Census Tract 830, Kings County, New York",199779800,52234149
1400000US36047083200,"Census Tract 832, Kings County, New York",69589000,15428273
1400000US36047083400,"Census Tract 834, Kings County, New York",54018200,15583005
1400000US36047083600,"Census Tract 836, Kings County, New York",59074400,8730594
1400000US36047083800,"Census Tract 838, Kings County, New York",70777600,17274180
1400000US36047084000,"Census Tract 840, Kings County, New York",71473200,12866711
1400000US36047084600,"Census Tract 846, Kings County, New York",53329000,8511390
1400000US36047084800,"Census Tract 848, Kings County, New York",54697000,14170469
1400000US36047085000,"Census Tract 850, Kings County, New York",46744700,11876692
1400000US36047085200,"Census Tract 852, Kings County, New York",null,null
1400000US36047085400,"Census Tract 854, Kings County, New York",65698400,14086795
1400000US36047085600,"Census Tract 856, Kings County, New York",128110400,33510944
1400000US36047085800,"Census Tract 858, Kings County, New York",59013000,13196250
1400000US36047086000,"Census Tract 860, Kings County, New York",133761000,49648999
1400000US36047086200,"Census Tract 862, Kings County, New York",88354700,26672407
1400000US36047086400,"Census Tract 864, Kings County, New York",80114500,15778286
1400000US36047086600,"Census Tract 866, Kings County, New York",82967100,21498109
1400000US36047086800,"Census Tract 868, Kings County, New York",74011000,17215057
1400000US36047087000,"Census Tract 870, Kings County, New York",92950000,21124798
1400000US36047087200,"Census Tract 872, Kings County, New York",80873600,14116670
1400000US36047087401,"Census Tract 874.01, Kings County, New York",106314000,46837715
1400000US36047087600,"Census Tract 876, Kings County, New York",48456600,11566420
1400000US36047087800,"Census Tract 878, Kings County, New York",65532000,12757818
1400000US36047088001,"Census Tract 880.01, Kings County, New York",44007800,11563144
1400000US36047088002,"Census Tract 880.02, Kings County, New York",47169500,18984734
1400000US36047088200,"Census Tract 882, Kings County, New York",129585600,26853227
1400000US36047088400,"Census Tract 884, Kings County, New York",99077300,17107349
1400000US36047088600,"Census Tract 886, Kings County, New York",90564800,22998994
1400000US36047088800,"Census Tract 888, Kings County, New York",99851700,20651855
1400000US36047089000,"Census Tract 890, Kings County, New York",148911300,35663746
1400000US36047089200,"Census Tract 892, Kings County, New York",57938700,11011882
1400000US36047089400,"Census Tract 894, Kings County, New York",68027900,22322796
1400000US36047089600,"Census Tract 896, Kings County, New York",73117300,17649417
1400000US36047089800,"Census Tract 898, Kings County, New York",56979300,23134135
1400000US36047090000,"Census Tract 900, Kings County, New York",79982600,13692084
1400000US36047090200,"Census Tract 902, Kings County, New York",68298600,25805884
1400000US36047090600,"Census Tract 906, Kings County, New York",53890000,15830515
1400000US36047090800,"Census Tract 908, Kings County, New York",39628600,18913054
1400000US36047091000,"Census Tract 910, Kings County, New York",70344800,22093284
1400000US36047091200,"Census Tract 912, Kings County, New York",100341800,52890139
1400000US36047091600,"Census Tract 916, Kings County, New York",55938600,13803438
1400000US36047091800,"Census Tract 918, Kings County, New York",68908400,18686105
1400000US36047092000,"Census Tract 920, Kings County, New York",40776400,12572776
1400000US36047092200,"Census Tract 922, Kings County, New York",63311600,12903335
1400000US36047092400,"Census Tract 924, Kings County, New York",39255000,8000048
1400000US36047092800,"Census Tract 928, Kings County, New York",108586300,27058105
1400000US36047093000,"Census Tract 930, Kings County, New York",104064900,21453879
1400000US36047093200,"Census Tract 932, Kings County, New York",40027500,11408908
1400000US36047093400,"Census Tract 934, Kings County, New York",91575200,17189585
1400000US36047093600,"Census Tract 936, Kings County, New York",54824800,9861499
1400000US36047093800,"Census Tract 938, Kings County, New York",88968000,16312847
1400000US36047094401,"Census Tract 944.01, Kings County, New York",125320800,41670862
1400000US36047094402,"Census Tract 944.02, Kings County, New York",51326700,9102447
1400000US36047094600,"Census Tract 946, Kings County, New York",67370000,15197681
1400000US36047095000,"Census Tract 950, Kings County, New York",93910400,14999172
1400000US36047095400,"Census Tract 954, Kings County, New York",171822500,32382527
1400000US36047095600,"Census Tract 956, Kings County, New York",133455200,23250864
1400000US36047095800,"Census Tract 958, Kings County, New York",103614900,22127156
1400000US36047096000,"Census Tract 960, Kings County, New York", ,**
1400000US36047096200,"Census Tract 962, Kings County, New York",45934500,17520550
1400000US36047096400,"Census Tract 964, Kings County, New York",74175600,17630073
1400000US36047096600,"Census Tract 966, Kings County, New York",58651900,9512587
1400000US36047096800,"Census Tract 968, Kings County, New York",43831400,16703331
1400000US36047097000,"Census Tract 970, Kings County, New York",82312200,17582158
1400000US36047097400,"Census Tract 974, Kings County, New York",68603800,13980757
1400000US36047098200,"Census Tract 982, Kings County, New York",71578900,24585380
1400000US36047098400,"Census Tract 984, Kings County, New York",71937200,17037986
1400000US36047098600,"Census Tract 986, Kings County, New York",86481600,18574642
1400000US36047098800,"Census Tract 988, Kings County, New York",94667600,17378628
1400000US36047099000,"Census Tract 990, Kings County, New York",52381900,11764470
1400000US36047099200,"Census Tract 992, Kings County, New York",71456000,16925713
1400000US36047099400,"Census Tract 994, Kings County, New York",63958900,13238842
1400000US36047099600,"Census Tract 996, Kings County, New York",103775900,21808752
1400000US36047099800,"Census Tract 998, Kings County, New York",124524700,34413784
1400000US36047100400,"Census Tract 1004, Kings County, New York",86733900,17022972
1400000US36047100600,"Census Tract 1006, Kings County, New York",86160600,16008833
1400000US36047100800,"Census Tract 1008, Kings County, New York",64504600,12291884
1400000US36047101000,"Census Tract 1010, Kings County, New York",72121800,13284626
1400000US36047101200,"Census Tract 1012, Kings County, New York",80230700,14027159
1400000US36047101400,"Census Tract 1014, Kings County, New York",75688400,10452998
1400000US36047101600,"Census Tract 1016, Kings County, New York",61912700,15795363
1400000US36047101800,"Census Tract 1018, Kings County, New York",95892100,28525634
1400000US36047102000,"Census Tract 1020, Kings County, New York",90202400,19290357
1400000US36047102200,"Census Tract 1022, Kings County, New York",71910900,14493657
1400000US36047102400,"Census Tract 1024, Kings County, New York",66916500,12145125
1400000US36047102600,"Census Tract 1026, Kings County, New York",113914200,23817398
1400000US36047102801,"Census Tract 1028.01, Kings County, New York",60033800,13528233
1400000US36047102802,"Census Tract 1028.02, Kings County, New York", ,**
1400000US36047103401,"Census Tract 1034.01, Kings County, New York",49483200,11017633
1400000US36047103402,"Census Tract 1034.02, Kings County, New York", ,**
1400000US36047105801,"Census Tract 1058.01, Kings County, New York",123964300,22724228
1400000US36047105804,"Census Tract 1058.04, Kings County, New York",205468900,89415479
1400000US36047107001,"Census Tract 1070.01, Kings County, New York",80967800,13094959
1400000US36047107002,"Census Tract 1070.02, Kings County, New York", ,**
1400000US36047107003,"Census Tract 1070.03, Kings County, New York", ,**
1400000US36047107800,"Census Tract 1078, Kings County, New York",149202400,22845712
1400000US36047109800,"Census Tract 1098, Kings County, New York",48213100,12885890
1400000US36047110400,"Census Tract 1104, Kings County, New York",95129800,14613715
1400000US36047110600,"Census Tract 1106, Kings County, New York",68577000,16998111
1400000US36047111000,"Census Tract 1110, Kings County, New York",46136800,8211908
1400000US36047111600,"Census Tract 1116, Kings County, New York",89138400,32408891
1400000US36047111800,"Census Tract 1118, Kings County, New York",85679200,32579074
1400000US36047112000,"Census Tract 1120, Kings County, New York",80154600,27593949
1400000US36047112200,"Census Tract 1122, Kings County, New York",48154000,11658695
1400000US36047112400,"Census Tract 1124, Kings County, New York",75371100,19901858
1400000US36047112600,"Census Tract 1126, Kings County, New York",99778300,38514008
1400000US36047112800,"Census Tract 1128, Kings County, New York",100139500,24337084
1400000US36047113000,"Census Tract 1130, Kings County, New York",97277100,24800525
1400000US36047113200,"Census Tract 1132, Kings County, New York",50819300,10689788
1400000US36047113400,"Census Tract 1134, Kings County, New York",34440200,8830021
1400000US36047114201,"Census Tract 1142.01, Kings County, New York",44738300,13658025
1400000US36047114202,"Census Tract 1142.02, Kings County, New York",65972600,13888987
1400000US36047114400,"Census Tract 1144, Kings County, New York",64451700,19094511
